t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R)
150,156,1.8719598071745378,1.8719598071745378,0.04739391895235325,0.09601898547106591,0.5385292768744073,1.2975436624645698,2.5950873249291395,5.607890409148667,6.905434071613237
151,157,2.1285446318654655,2.1285446318654655,0.053890084275560836,0.1091800664193157,0.6123441310011702,1.475394710273554,2.950789420547108,6.376549849379472,7.851944559653026
152,158,2.3787799049748086,2.3787799049748086,0.060225492871039524,0.12201545794906235,0.6843323329698036,1.6488445843059432,3.2976891686118863,7.126187733014728,8.775032317320672
153,159,2.62085992498289,2.62085992498289,0.06635442833443718,0.134432539680681,0.753974414824897,1.81664166764444,3.63328333528888,7.851394661735533,9.668036329379973
154,160,2.852691563856565,2.852691563856565,0.07222389725212412,0.14632394818177671,0.8206682211559687,1.9773351144943192,3.9546702289886384,8.545900184340317,10.523235298834631
155,161,3.0723375695332362,3.0723375695332362,0.07778485264836232,0.1575903154119998,0.8838564392747891,2.1295821240503576,4.259164248100715,9.203900812303143,11.333482936353496
156,162,3.2782348245914332,3.2782348245914332,0.08299771981641811,0.16815146392928848,0.9430893883220641,2.272299225878979,4.544598451757958,9.820713864317161,12.093013090196138
157,163,3.469290547768668,3.469290547768668,0.08783483193011898,0.17795134138264476,0.9980526947194649,2.4047289617291203,4.809457923458241,10.3930656602864,12.797794622015521
158,164,3.6449007042593697,3.6449007042593697,0.09228089615224166,0.18695896483696614,1.0485725884822914,2.526452646578341,5.052905293156682,10.919146673649461,13.445599320227803
159,165,3.8049175303637424,3.8049175303637424,0.09633217142980767,0.1951667550052992,1.0946065606431536,2.637367858434738,5.274735716869476,11.398514243922007,14.035882102356746
160,166,3.949586303832313,3.949586303832313,0.09999486765780768,0.20258729299150846,1.1362251732136492,2.7376446108795434,5.475289221759087,11.831903157577274,14.569547768456818
161,167,4.079467150957802,4.079467150957802,0.10328316600616771,0.2092493095184206,1.1735895644865029,2.8276711538733132,5.6553423077466265,12.220991403027634,15.048662556900947
162,168,4.1953537436219355,4.1953537436219355,0.10621716050719186,0.21519351463151215,1.2069280596334961,2.907997618843156,5.815995237686312,12.568156608743784,15.47615422758694
163,169,4.298197002937108,4.298197002937108,0.10882092639901195,0.22046868420734053,1.236514221610981,2.9792831340770634,5.958566268154127,12.876247479791731,15.855530613868792
164,170,4.389038629899292,4.389038629899292,0.111120837267421,0.22512825052175586,1.2626477291203535,3.0422497516833795,6.084499503366759,13.148384673464497,16.190634425147877
